CONTEXT,ID,TEXT
traveler:WATCH_GIVER1,Hey!,喂！
traveler:WATCH_GIVER1,There is new scratch here!,这里有一道新刮痕！
traveler:WATCH_GIVER1,Give money back!,把钱还来！
traveler:WATCH_GIVER1,Wow. You are pretty honest person.,哇，你这人还真诚实。
traveler:WATCH_GIVER1,"You know, I cannot take this.",告诉你，我不能拿这个。
traveler:WATCH_GIVER1,Scratch was there before actually.,那刮痕之前就已经有了。
traveler:WATCH_GIVER1,Thank you.,谢谢你。
traveler:WATCH_GIVER1,Now please give watch back.,现在请把我的表还来。
traveler:WATCH_GIVER1,I start to think maybe all Arstotzkans are not so bad.,我开始觉得阿什托兹卡也不是尽是坏人。
traveler:WATCH_GIVER1,Ah forget it.,啊，算了。
traveler:WATCH_GIVER1,You keep money.,钱你拿着吧。
traveler:WATCH_GIVER1,But all papers are good!,可是所有证件都没问题啊！
traveler:WATCH_GIVER1,Are you blind?,你瞎了吗？
traveler:WATCH_GIVER1,Fine.,好吧。
traveler:WATCH_GIVER1,Give watch back.,把表还回来。
traveler:WATCH_GIVER1,You crook!,你个骗子！
traveler:WATCH_GIVER1,All Arsotzkans are same.,所有阿什托兹卡人都一样。
traveler:WATCH_GIVER1,Liars and cheats!,说谎者和骗子！
traveler:WATCH_GIVER1,I will not leave without watch.,没有手表我就不走
traveler:WATCH_GIVER1,Is expensive gift from cousin!,这是表哥送我的昂贵礼物！
traveler:WATCH_GIVER1,Only needs new battery.,只需要新电池。
traveler:WATCH_GIVER1,Tell guards to keep away.,叫警卫别碰它。
traveler:WATCH_GIVER1,Give back my watch!,把手表还给我！
traveler:WATCH_GIVER1,I will not leave without money.,钱不还我我就不走。
traveler:WATCH_GIVER1,You ruin my good watch.,你弄坏了我的手表。
traveler:WATCH_GIVER1,Give back my money!,把钱还给我！
traveler:WATCH_GIVER1,Where is my watch?,我的手表在哪里？
traveler:WATCH_GIVER1,@I sold it.,@我把它卖了。
traveler:WATCH_GIVER1,What!,什么！
traveler:WATCH_GIVER1,I give you watch to hold.,我让你看管我的手表。
traveler:WATCH_GIVER1,Put trust in you!,信任了你！
traveler:WATCH_GIVER1,Watch was gift from cousin.,这手表是表哥给我的礼物。
traveler:WATCH_GIVER1,I hope you got good money for it.,我希望你有足够的钱来赔它。
traveler:WATCH_GIVER1,Damn Arstotzkan crook.,该死的阿什托兹卡骗子。
traveler:ARSKICKER0,Hey man.,嗨，老兄。
traveler:ARSKICKER0,I lost id card.,我的身份证丢了。
traveler:ARSKICKER0,I think someone stole it from locker room.,我觉得是有人从更衣室把它给偷走了。
traveler:ARSKICKER0,But we won match!,但我们赢了比赛！
traveler:ARSKICKER0,Can't wait to get home.~,等不及要回家了。~
traveler:ARSKICKER0,"I have carried this for years, maybe you take it.",我已经带着这个很多年了，你就笑纳吧。
traveler:ARSKICKER0,@Your Arstotzkan id card is missing.,@你的阿什托兹卡身份证丢失了。
traveler:ARSKICKER0,I know man. I told you.,我知道。我告诉过你的。
traveler:ARSKICKER0,It was stolen.,它被偷走了。
traveler:ARSKICKER0,C'mon let me through.,拜托让我通过吧。
traveler:ARSKICKER0,"Thanks bud, is good to be home!",谢了哥们，回家真好！
traveler:ARSKICKER0,Hey bullshit!,嘿，放屁！
traveler:ARSKICKER0,I gave you pennant even!,我甚至给过你锦旗！
traveler:ARSKICKER0,Gonna tell coach about this crap.,我要把这事告诉教练。
traveler:ARSKICKER1,Hi again.,又见面了。
traveler:ARSKICKER1,Remember me?,还记得我吗？
traveler:ARSKICKER1,Go Arskickers!,阿什踢菊队加油！
traveler:ARSKICKER1,I give you that great banner.~,我给你那面伟大旗帜。~
traveler:ARSKICKER1,"Listen, I tell my coach about this.",听着，我会告诉我的教练这件事的。
traveler:ARSKICKER1,He get very upset.,他很心烦。
traveler:ARSKICKER1,"Say if I do not get banner back, I lose front seat on team bus.~",如果我没有得到旗帜就回来，我就失去了球队大巴的前排座位。~
traveler:ARSKICKER1,"All seats good, but front seat definitely best.",所有座位都很好，但前排座椅绝对是最好的。
traveler:ARSKICKER1,So I really just need banner back.,所以，只需要将旗帜赢回来。
traveler:ARSKICKER1,What you say?,你说什么？
traveler:ARSKICKER1,Lousy fan!,糟糕的粉丝！
traveler:ARSKICKER1,Ah thanks!,感谢啊！
traveler:ARSKICKER1,Do not forget to root for us!,不要忘了为我们加油！
traveler:ARSKICKER1,Ah good.,啊，很好。
traveler:ARSKICKER1,It is more beaten up than I remember.,比我记忆中打得还要惨。
traveler:ARSKICKER1,Even there is big tear here.,连那儿都流下了眼泪。
traveler:ARSKICKER1,What did you do?,你做了什么？
traveler:ARSKICKER1,Oh well. Coach should be happy.,哦，好吧。教练应该会很高兴。
traveler:ARSKICKER1,Alright that is great yeah.,哦这太棒了。
traveler:ARSKICKER1,But where is banner?,但是，旗帜在哪里？
traveler:ARSKICKER1,Thanks bud!,谢了哥们！
traveler:ARSKICKER1,Do not forget to root for us at regionals.,不要忘了在地区赛里为我们加油。
traveler:ARSKICKER1,Ok. Well.,好吧。好吧。
traveler:ARSKICKER1,That is messed up.,这是搞砸了。
traveler:ARSKICKER1,At least you give banner back right?,至少你能把旗帜还回来吧？
traveler:ARSKICKER1,At least you give banner back.,你至少能把旗帜还回来。
traveler:ARSKICKER1,@The banner is mine now.,@现在旗帜是我的了。
traveler:ARSKICKER1,Oh boy.,哦天哪。
traveler:ARSKICKER1,Such an asshole here.,真是个混蛋。
traveler:ARSKICKER1,"If guards do not kill me, coach will.",就算警卫没杀了我，教练也会的。
traveler:BUSTED_SPY,I have not much time.,我的时间不多。
traveler:BUSTED_SPY,You must hold on to these.,你必须拿好这些。
traveler:BUSTED_SPY,Keep them safe today.,保证他们今天的安全。
traveler:BUSTED_SPY,I am being followed by an imposter.,我正在被一个骗子跟踪。
traveler:BUSTED_SPY,They pretend to be from the Ministry of Information but it is a lie.,他们假装是从信息部来的，但他们在说谎。
traveler:BUSTED_SPY,"If they ask for documents, give these instead.",如果他们要求拿文件，就用这些来代替。
traveler:BUSTED_SPY,Do not mix them up.,不要把两者混淆。
traveler:BUSTED_SPY_FOLLOWER,@Your papers?,@你的文件？
traveler:BUSTED_SPY_FOLLOWER,I am from the Ministry of Information.,我是从信息部来的。
traveler:BUSTED_SPY_FOLLOWER,You have something to give us.,你有东西要给我们。
traveler:BUSTED_SPY_FOLLOWER,Perfect.,非常好。
traveler:GYM_INSTRUCTOR,You are skin and bones.,你都皮包骨了。
traveler:GYM_INSTRUCTOR,Bet you have no real strength.,我敢打赌你没什么力量。
traveler:GYM_INSTRUCTOR,"Come to gym, I make you big.",来健身房吧，我会让你变成大块头的。
traveler:GYM_INSTRUCTOR,I guarantee you get big at Get Big Town.,我保证你会在大力城里变成大块头的。
traveler:GYM_INSTRUCTOR,Is what we do.,这就是我们要做的。
traveler:GYM_INSTRUCTOR,Denied? Hah.,拒绝？哈。
traveler:GYM_INSTRUCTOR,This is what I expect from skinny weakling.,我就猜到瘦小挫逼会这么干。
traveler:OLD_INSPECTOR,I used to be an inspector like you.,我曾经和你一样，是一名检查员。
traveler:OLD_INSPECTOR,Many years ago. Back in United Fed.~,许多年前。在联邦调查局。~
traveler:OLD_INSPECTOR,We denied most people.~,我们拒绝了大多数人。~
traveler:OLD_INSPECTOR,It is all done by computers now.,现在这活儿都由电脑做了。
traveler:OLD_INSPECTOR,They can deny much faster that way.,这样他们可以更快地拒绝别人入境。
traveler:OLD_INSPECTOR,Good luck.,祝你好运。
traveler:OLD_INSPECTOR,I do not miss it.,我不想念它。
traveler:OLD_INSPECTOR,What? Why am I denied?~,什么？我为什么要被拒绝？~
traveler:OLD_INSPECTOR,So this is what it feels like.~,原来被拒绝的感觉是这样的。~
traveler:OLD_INSPECTOR,@Where is entry permit?,@入境许可在哪里？
traveler:OLD_INSPECTOR,"Eh, it does not matter what I say.",嗯，我说什么没有关系。
traveler:OLD_INSPECTOR,Just deny the visa and I will go.,刚刚拒绝了签证，我会去的。
traveler:RED_STAMP,Red stamp.,拒签。
traveler:RED_STAMP,@What?,@什么？
traveler:RED_STAMP,Give me red stamp.,拒签我。
traveler:RED_STAMP,I am serious.,我是认真的。
traveler:RED_STAMP,I have better job offer in Impor.,我在印玻有更好的工作机会。
traveler:RED_STAMP,Red stamp and I can break contract in Arstotzka.,有了拒签章，我就可以在阿什托兹卡打破合同。
traveler:RED_STAMP,10 credits for you.,给你10块钱。
traveler:RED_STAMP,Damn it.,该死。
traveler:RED_STAMP,I am sure you deny people all day.,我想你应该整天都在拒绝别人。
traveler:RED_STAMP,Why not now?,为什么不是现在？
traveler:RED_STAMP,I figure something else out.,我想到了一些其他的事情。
traveler:RED_STAMP,"Ok, now I get free from this bad job.",好了，现在我能摆脱这种烂工作。
traveler:RED_STAMP,Thanks.,谢谢。
traveler:NEED_SURGERY,I come for medical reasons.,我是为医疗原因而来的。
traveler:NEED_SURGERY,@Your papers are missing.,@你的文件不见了。
traveler:NEED_SURGERY,Please.,求你。
traveler:NEED_SURGERY,Surgery I need is outlawed in Kolechia.,我需要做的手术在科洛奇亚是被禁止的。
traveler:NEED_SURGERY,"Even so, I do not trust doctors there.",即便如此，我也不相信那里的医生。
traveler:NEED_SURGERY,Only Arstotzka have skilled surgeons.,只有阿什托兹卡有熟练的外科医生。
traveler:NEED_SURGERY,@You do not have the right documents.,@你没有正确的文件。
traveler:NEED_SURGERY,Yes.,是。
traveler:NEED_SURGERY,They will not give papers for surgery.,他们不会为了手术而给我文件的。
traveler:NEED_SURGERY,Thank you. I will not forget this.,谢谢。我不会忘记这个。
traveler:NEED_SURGERY,I expected this.,我期待这个。
traveler:NEED_SURGERY,I do not know how long I survive.,我不知道我还能活多久。
traveler:NEED_SURGERY,But you do not care.~,但你不在乎。~
traveler:NEED_SURGERY,I hope you are not in same place as me.,我希望你的处境和我不同。
traveler:LOVE_SONG,I will leave this here.,我就把这留在你这里。
traveler:LOVE_SONG,Great!,太棒了！
traveler:LOVE_SONG,You really super guy!~,你真是太棒了！~
traveler:LOVE_SONG,Can I have note back now?,我可以收回我的评语吗？
traveler:LOVE_SONG,I need it for next inspector.,我需要把它给下一个检查员。
traveler:LOVE_SONG,But I give you such lovely note!,但是我给了你这么好的评语！
traveler:LOVE_SONG,"Thanks and like I say, you super guy.",谢谢，就像我说的，你是个大好人。
traveler:LOVE_SONG,Do not forget.,不要忘记。
traveler:LOVE_SONG,Is too much?,太多了吗？
traveler:LOVE_SONG,@Yes.,@是的。
traveler:LOVE_SONG,Is too much. I can see that now.,实在是太多了。我现在就可以看得出来。
traveler:LOVE_SONG,Next time I make couple copies first.,下一次，我先弄几份拷贝来。
traveler:LOVE_SONG_LONELY,Life sucks.,生活糟透了。
traveler:LOVE_SONG_LONELY,Nobody loves me.,没人喜欢我。
traveler:LOVE_SONG_LONELY,For me?,给我的吗？
traveler:LOVE_SONG_LONELY,Like fire?,像火一样的？
traveler:LOVE_SONG_LONELY,Object of desire?,渴求的对象？
traveler:LOVE_SONG_LONELY,"Wow, nobody say such nice things!",哇，没人说过这么美好的话！
traveler:LOVE_SONG_LONELY,Part about visa is confusing but rest is very powerful.,关于签证的部分让人感到迷惑，但其余的都很厉害。
traveler:LOVE_SONG_LONELY,Thank you!,谢谢！
traveler:LOVE_SONG_LONELY,Thank you again!,再次感谢您！
traveler:LOVE_SONG_LONELY,Thanks I guess.,谢谢，我猜。
traveler:LOVE_SONG_LONELY,No problem!,没问题！
traveler:LOVE_SONG_LONELY,Today is good day anyway!,今天真是美好的一天呢！
traveler:LOVE_SONG_LONELY,Even you hate me.,即使你恨我。
traveler:LOVE_SONG_LONELY,Some guy I do not even know.,我连认识都不认识的人。
traveler:KOLECHIAN_HATER,It was a mistake to open this checkpoint.,开放这个边检站是一个错误。
traveler:FINALLY_RETURN_HOME,Finally I can return home.,我终于可以回家了。
traveler:FINALLY_RETURN_HOME,You bastard.,你这个混蛋。
traveler:FINALLY_RETURN_HOME,Thank you.,谢谢。
traveler:SMALL_CHECKPOINT,This checkpoint is smaller than I expected.,这个检查站比我预想的要小。
traveler:WAITED_FOREVER,I have waited in this damn line since for 8 hours.,我已经在这该死的队伍里等了8小时了。
traveler:WAITED_FOREVER,I hope it was worth it.,我希望这是值得的。
traveler:WAITED_FOREVER,Unbelievable. Go to hell.,难以置信。下地狱去吧。
traveler:HURRY_UP,Hurry up.,快点。
traveler:HURRY_UP,I am meeting bus soon.,我马上要赶巴士。
traveler:HURRY_UP,What is this?,这是什么？
traveler:HURRY_UP,Finally.,终于。
traveler:GLAD_YOU_HAVE_JOB,I heard about terrorist attack.,我听说了恐怖袭击。
traveler:GLAD_YOU_HAVE_JOB,You are lucky to have a job still.,你是幸运的，仍旧有工作。
traveler:GLAD_YOU_HAVE_JOB,Be safe.,保重。
traveler:TICKET_NOT_PERMIT,What? I do not know. To visit?,什么？我不知道。参观？
traveler:TICKET_NOT_PERMIT,A few days maybe.,说不定几天吧。
traveler:TICKET_NOT_PERMIT,Entry permit? I have ticket here.,入境许可？我这里有准入券。
traveler:TICKET_NOT_PERMIT,Let me through.,让我通过。
traveler:TICKET_NOT_PERMIT,@Ticket is not enough any more.,@现在仅仅有券已经不行了。
traveler:TICKET_NOT_PERMIT,@Get a permit.,@获取一份许可。
traveler:TICKET_NOT_PERMIT,Bullshit!,放屁！
traveler:TICKET_NOT_PERMIT,I paid good money for ticket.,这准入券花了我好多钱。
traveler:VISIT_SON,I am so happy that the border has opened.,我很高兴的是，边界已经打开。
traveler:VISIT_SON,I will visit my son. I have not seen him in six years. [Speech/Purpose],我要去见我的儿子。我已经六年没见过他了。[口才/目的]
traveler:VISIT_SON,6 months. [Speech/Duration],6个月。[口才/时间]
traveler:VISIT_SON,"Please, let me pass. My son is waiting.",请让我过去。我的儿子在等我呢。
traveler:VISIT_SON,Thank you.,谢谢。
traveler:VISIT_SON,Curse you.,诅咒你。
traveler:DETAIN_FIRST,Hey wait.,嘿，等等。
traveler:DETAIN_FIRST,"Do not arrest me, please.",请不要抓我。
traveler:DETAIN_FIRST,Just deny my passport and I will go away.,我的护照刚被拒，我会走开的。
traveler:HATE_COUNTRY,It is not my choice. I hate this damn country.,这不是我的选择。我恨这个该死的国家。
traveler:HATE_COUNTRY,I am just passing through. [Speech/Purpose],我只是路过。[口才/目的]
traveler:HATE_COUNTRY,As little as possible. 2 days. [Speech/Duration],尽可能少。2天。[口才/时间]
traveler:HATE_COUNTRY,Ugh.,呃。
traveler:HATE_COUNTRY,Just as well.,无妨。
traveler:SEARCH_BRIBE_INTRO,Slow down my friend.,慢点，我的朋友。
traveler:SEARCH_BRIBE_INTRO,I have only harmless medicine.,我只有无害的药物。
traveler:SEARCH_BRIBE_INTRO,I give you 10 credits to let me through.,我给你10块钱，让我通过。
traveler:SEARCH_BRIBE_INTRO,Excellent.,太好了。
traveler:SEARCH_BRIBE_INTRO,As I promised.,就像我承诺的那样。
traveler:SEARCH_BRIBE_INTRO,Why you turn down good money?,为什么你要拒绝钱？
traveler:SEARCH_BRIBE_INTRO,@You are lucky to escape arrest.,@你很幸运，逃脱了逮捕。
traveler:SEARCH_BRIBE_INTRO,@Do not come back.,@别回来了。
traveler:SEARCH_BRIBE_INTRO,@You cannot bribe an officer of Arstotzka.,@你不能贿赂阿什托兹卡官员。
traveler:SEARCH_BRIBE_INTRO,"They must pay well for such obedience, dog.",他们一定给你很多钱让你这么听话，贱狗。
traveler:TWO_PASSPORTS,Shit!,妈的！
traveler:TWO_PASSPORTS,I make small mistake.,我犯了个小错误。
traveler:TWO_PASSPORTS,Please give documents back.,请将文件还回来。
traveler:TWO_PASSPORTS,@Why do you have two passports?,@你为什么有两本护照？
traveler:TWO_PASSPORTS,Is funny story.,这是个有趣的故事。
traveler:TWO_PASSPORTS,I tell you everything.,我会把一切都告诉你。
traveler:TWO_PASSPORTS,"First, you give papers back to me.",首先，你得把文件还给我。
traveler:TWO_PASSPORTS,And the others?,那其他人呢？
traveler:TWO_PASSPORTS,Last one please.,下一位有请。
traveler:IDSUPPLEMENT_COMPLAIN,This id supplement is total pain.,这个临时身份证太折腾人了。
traveler:IDSUPPLEMENT_COMPLAIN,Was not easy to get and only lasts few days.,它很不容易弄到，并且只能持续几天。
traveler:IDSUPPLEMENT_COMPLAIN,You Arstotzkans just make it harder and harder.,你们阿什托兹卡人让事情变得越来越困难。
traveler:IDSUPPLEMENT_COMPLAIN,Why even have open border?,为什么还要开放边境呢？
traveler:IDSUPPLEMENT_COMPLAIN,Bah.,呸。
traveler:IDSUPPLEMENT_COMPLAIN,Would be better to spend money on bribe.,倒不如把钱花在贿赂上。
traveler:IDSUPPLEMENT_COMPLAIN,Less trouble and faster.,少一些麻烦，速度还更快。
traveler:IDSUPPLEMENT_COMPLAIN,I knew it would not even work.,我就知道它根本不会管用。
traveler:CRIMINAL_FIRST,@Funny to see you here.,@在这里见到你真有趣。
traveler:CRIMINAL_FIRST,@Just when starting to look for criminals.,@正当我刚要去找罪犯的时候。
traveler:CRIMINAL_FIRST,Criminals?,罪犯？
traveler:CRIMINAL_FIRST,What are you saying?,你在说什么？
traveler:DENIAL_REASON_FIRST,Denied?,被拒绝了？
traveler:DENIAL_REASON_FIRST,For what reason?,为什么？
traveler:DENIAL_REASON_FIRST,@It is clearly stamped there.,@它清晰地印在那里。
traveler:DENIAL_REASON_FIRST,Oh.~,哦。?
traveler:DENIAL_REASON_FIRST,Screw you anyways.,去你的。
traveler:NO_IMPORIANS_FIRST,@Imporians are prohibited from entering.,@印玻人禁止入内。
traveler:NO_IMPORIANS_DAY,@Imporians are prohibited from entering.,@印玻人禁止入内。
traveler:NO_UNITEDFED_FIRST,@Do not bring your sickness to Arstotzka.,@不要把你的病传给阿什托兹卡人。
traveler:NO_UNITEDFED_FIRST,What?,什么？
traveler:NO_UNITEDFED_FIRST,I am perfectly healthy.,我非常健康。
traveler:NO_UNITEDFED_FIRST,It is so easy to deny entry.,这么轻易就拒绝入境了。
traveler:NO_UNITEDFED_FIRST,All this paperwork is wasted.,所有这一切文件都没用了。
traveler:NO_UNITEDFED,@Do not bring your sickness to Arstotzka.,@不要把你的病传给阿什托兹卡。
traveler:NO_UNITEDFED,What?,什么？
traveler:NO_UNITEDFED,I am perfectly healthy.,我非常健康。
traveler:NO_UNITEDFED,It is so easy to deny entry.,这么轻易就拒绝入境了。
traveler:NO_UNITEDFED,All this paperwork is wasted.,所有这一切文件都没用了。
traveler:CONFISCATION_DISTRICT_FIRST,Thank you. It is good to be back home.,谢谢你。回家真好。
traveler:CONFISCATION_DISTRICT_FIRST,I am leaving for trip soon so I just need my passport back.,我马上就要出去旅行，所以我需要把我的护照拿回来。
traveler:CONFISCATION_DISTRICT_FIRST,@It is being confiscated.,@它被没收了。
traveler:CONFISCATION_DISTRICT_FIRST,What do you mean?,你是什么意思？
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip for recovery.,@联系纸条上的电话来取回你的护照。
traveler:CONFISCATION_DISTRICT_FIRST,You can just hand it back.,你可以直接把它拿回来。
traveler:CONFISCATION_DISTRICT_FIRST,@It has been filed. I cannot give it back.,@它已经被提交了。我不能把它还给你。
traveler:CONFISCATION_DISTRICT_FIRST,I am not leaving without passport.,护照不给我我就不走。
traveler:CONFISCATION_DISTRICT_FIRST,Where is my passport?,我的护照在哪里？
traveler:CONFISCATION_DISTRICT_FIRST,You deny entry and take passport?,你拒绝入境，还要拿走护照？
traveler:CONFISCATION_DISTRICT_FIRST,What am I supposed to do?,我该怎么办？
traveler:CONFISCATION_DISTRICT_FIRST,@Contact number on slip.,@联系纸条上的电话。
traveler:CONFISCATION_DISTRICT_FIRST,You cannot do this to me!,你不能这样对我！
traveler:CONFISCATION_DISTRICT_FIRST,I am Arstotzkan citizen.,我是阿什托兹卡公民。
traveler:CONFISCATION_DISTRICT_FIRST,I have right to travel freely.,我有权利自由旅行。
traveler:WHISTLEBLOWER,Thank you.,谢谢。
traveler:WHISTLEBLOWER,I hope that things are better here.,我希望这里的情况更好一些。
traveler:WHISTLEBLOWER,What? I was promised asylum here.,什么？我被承诺说能在这里得到庇护。
traveler:WHISTLEBLOWER,I have nowhere else to go.,我无处可去。
traveler:WHISTLEBLOWER,@This is not my problem.,@这不是我的问题。
traveler:ACCESSPERMIT_FIRST,You Arstotzkans keep changing rules here.,你们阿什托兹卡人一直都在更改规则。
traveler:ACCESSPERMIT_FIRST,My sister came through last week with different documents.,上周我姐姐带着不同的文件过来。
traveler:ACCESSPERMIT_FIRST,Now I need new access permit.,现在我需要新的访问许可证。
traveler:ACCESSPERMIT_FIRST,Costs twice as much as before.,花的钱是之前的两倍。
traveler:ACCESSPERMIT_WRONG,What the hell is access permit?,访问许可证是什么意思？
traveler:ACCESSPERMIT_WRONG,Do you mean entry permit?,你是说入境许可证吗？
traveler:ACCESSPERMIT_WRONG,I have it there.,这个我有啊。
traveler:ACCESSPERMIT_WRONG,@I mean access permit.,@我的意思是访问许可证。
traveler:ACCESSPERMIT_WRONG,Never heard of it. Sounds stupid.,从来没有听说过。听起来很蠢。
traveler:ACCESSPERMIT_WRONG,@Entry permit and supplement are no longer accepted.,@不再受理入境许可证和补充。
traveler:ACCESSPERMIT_WRONG,@Access permit replaces them.,@用访问许可证来替代它们。
traveler:ACCESSPERMIT_WRONG,@Makes my job easier.,@能使我的工作更轻松。
traveler:ACCESSPERMIT_WRONG,I do not care about your job.,我不关心你的工作。
traveler:ACCESSPERMIT_WRONG,Damnit.,该死。
traveler:STRICT_BORDER,I've heard this is very strict checkpoint.,我听说这是个非常严格的检查点。
traveler:STRICT_BORDER,I am glad my papers are in order.,我很高兴我的文件没问题。
traveler:DESPERATE_BEFORECLOSE,I have heard the border will close.,我听说边境要关闭了。
traveler:DESPERATE_BEFORECLOSE,My access permit will not arrive in time.,我无法及时拿到我的访问许可证。
traveler:DESPERATE_BEFORECLOSE,Please have mercy.,请行行好吧。
traveler:DESPERATE_BEFORECLOSE,Yes I know. I just told you that.,是的，我知道。我只是告诉你这点。
traveler:DESPERATE_BEFORECLOSE,I am afraid the border will close before I can enter.,恐怕在我入境之前边境就将关闭。
traveler:WALLCOMMENT_PLAQUEONE,What is this plaque on the wall?,墙上的这个牌匾是什么？
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for presence?,你因出勤率受到表扬？
traveler:WALLCOMMENT_PLAQUEONE,Way to go.,好样的。
traveler:WALLCOMMENT_PLAQUEONE,What is this on the wall?,墙上是什么东西？
traveler:WALLCOMMENT_PLAQUEONE,Recognized for sufficience?,你因工作称职受到表扬？
traveler:WALLCOMMENT_PLAQUEONE,Impressive. Why even bother with plaque?,令人印象深刻。为什么还要放块牌匾呢？
traveler:WALLCOMMENT_PLAQUEONE,You are recognized for excellence?,你因工作出色受到表扬？
traveler:WALLCOMMENT_PLAQUEONE,I hope they give you raise and not just plaque.,我希望他们给你加薪，而不只是给块牌匾。
traveler:WALLCOMMENT_PLAQUEONE,Find a better plaque.,去找一块更好的牌匾。
traveler:WALLCOMMENT_PLAQUEONE,This one looks like cheap shit.,这一块看起来就跟廉价垃圾似的。
traveler:WALLCOMMENT_PLAQUEONE,Figures.,图形
traveler:WALLCOMMENT_PLAQUEONE,You are like this plaque.,你就跟这牌匾似的。
traveler:WALLCOMMENT_PLAQUEONE,Cheap shit.,廉价的垃圾。
traveler:WALLCOMMENT_PLAQUEONE,What the hell?,搞什么？
traveler:WALLCOMMENT_ARSKICKER,Nice banner!,漂亮的旗帜！
traveler:WALLCOMMENT_ARSKICKER,I remember that game.,我记得那场比赛。
traveler:WALLCOMMENT_ARSKICKER,Intense.,非常激烈。
traveler:WALLCOMMENT_ARSKICKER,Go Arskickers!,阿什踢菊队加油！
traveler:WALLCOMMENT_ARSKICKER,What the hell?,搞什么啊？
traveler:WALLCOMMENT_ARSKICKER,I thought we have Arskickers connection.,我还以为我们在阿什踢菊队里有关系呢。
traveler:WALLCOMMENT_SONDRAWING,What is this drawing on the wall?,墙上的图画是什么？
traveler:WALLCOMMENT_SONDRAWING,My dog can do better.,我的狗都能画得更好看。
traveler:WALLCOMMENT_SONDRAWING,@It is from my son.,@这是我儿子画的。
traveler:WALLCOMMENT_SONDRAWING,Oh.~,哦。~
traveler:WALLCOMMENT_SONDRAWING,Maybe he should try sports.,或许他应该去尝试一下运动。
traveler:WALLCOMMENT_SONDRAWING,Thanks.,谢谢。
traveler:WALLCOMMENT_SONDRAWING,The drawing is not so bad really.,这画其实没那么糟糕。
traveler:WALLCOMMENT_SONDRAWING,I was just in rough mood. Sorry.,我只是心情不太好。抱歉。
traveler:WALLCOMMENT_SONDRAWING,Huh?,呵？
traveler:WALLCOMMENT_SONDRAWING,"You deny me for comment about drawing, right?",你因为我对绘画的评论而拒绝我，对吗？
traveler:WALLCOMMENT_SONDRAWING,@The exit is to your right.,@出口在你右手边。
traveler:WALLCOMMENT_SONDRAWING,What are you doing?,你在干什么？
traveler:WALLCOMMENT_SONDRAWING,Is this because I make fun of drawing?,这是不是因为我取笑绘画的原因？
traveler:WALLCOMMENT_SONDRAWING,I take it back!,我收回那句话！
traveler:WALLCOMMENT_SONDRAWING,Picture should be in museum!,画作应该放在博物馆里！
traveler:WALLCOMMENT_FAMILYPHOTO,I like picture on wall here.,我喜欢这墙上挂着的画作。
traveler:WALLCOMMENT_FAMILYPHOTO,Reminds me of how my family was.,让我想起了自己的家人是什么样子的。
traveler:WALLCOMMENT_FAMILYPHOTO,Thank you.,谢谢。
traveler:WALLCOMMENT_FAMILYPHOTO,Take care of your family.,照顾好你的家人。
traveler:WALLCOMMENT_FAMILYPHOTO,It is too easy to lose them.,他们太容易失去了。
speech:ask-purpose,What is the purpose of your trip?,你为什么来这里？
speech:state-purpose,Visiting.,旅游。
speech:state-purpose,Just visiting.,只是旅游。
speech:state-purpose,I am visiting relatives.,我来拜访亲戚。
speech:state-purpose,Visiting friends.,拜访朋友。
speech:state-purpose,I come for visit.,我是来旅游的。
speech:state-purpose,Only to visit.,只是来旅游的。
speech:state-purpose,I will visit friends.,我想拜访朋友。
speech:state-purpose,Transit.,从这中转一下。
speech:state-purpose,I pass through.,我打这里经过。
speech:state-purpose,Transit through the country.,从这个国家中转一下。
speech:state-purpose,I am transiting to elsewhere.,我从这个国家中转到其他地方。
speech:state-purpose,Transit through Arstotzka.,从阿什托兹卡中转。
speech:state-purpose,Passing through.,中转而已。
speech:state-purpose,I am in transit.,我从这里中转到其他地方。
speech:state-purpose,Work.,工作。
speech:state-purpose,I come to work.,我是来打工的。
speech:state-purpose,I have job here.,我在这上班。
speech:state-purpose,I plan to work.,我打算在这里工作。
speech:state-purpose,Immigrating.,移民。
speech:state-purpose,I am immigrating to Arstotzka.,我正移民到阿什托兹卡。
speech:state-purpose,I will move here.,我要搬到这里。
speech:state-purpose,I am coming to live with my husband.,我来这里与我丈夫团聚。
speech:state-purpose,I am coming to live with my wife.,我来这里与我妻子团聚。
speech:state-purpose,I am diplomatic envoy.,我是外交使节。
speech:state-purpose,I was called to diplomatic discussions.,我被召来商讨外交事宜。
speech:state-purpose,My presence was requested.,有人召我来的。
speech:state-purpose,I am seeking asylum.,我在寻求避难。
speech:state-purpose,I come for political asylum.,我是来政治避难的。
speech:state-purpose,Asylum.,避难。
speech:ask-wrong-purpose,This entry permit is for work.,这个入境许可是工作许可。
speech:ask-wrong-purpose,You are authorized for transit only.,你只获得中转的许可。
speech:ask-wrong-purpose,You have only a visitors entry permit.,你只有旅游的入境许可。
speech:ask-wrong-purpose,This entry permit is for immigrating.,这个入境许可仅用来移民。
speech:ask-wrong-purpose,Your entry purpose does not match up.,你的入境意图不相符。
speech:ask-wrong-purpose,This entry permit purpose does not match.,这个入境许可上所写的意图不相符。
speech:mistake-prefix,Right.,对。
